[01-Sep-2013 20:13:34]  <IllFlower> All parties, launch when ready.
[01-Sep-2013 20:19:01]  *** Section42L <~Section@CPE18593345ef4c-CM18593345ef49.cpe.net.cable.rogers.com> has quit IRC (Ping timeout: 186 seconds)
[01-Sep-2013 20:19:11]  <IllFlower> We could call the familiar "Shii," haha.
[01-Sep-2013 20:19:25]  <Ayako> is that a reference to something
[01-Sep-2013 20:19:50]  <Barcode[YANO_Hitomi]> i think it sounds like 4 which sounds like death.
[01-Sep-2013 20:20:05]  <IllFlower> Kamichama Karin by way of some message board software.
[01-Sep-2013 20:20:41]  <Ayako> Barcode[YANO_Hitomi]: deathchan
[01-Sep-2013 20:21:12]  <Barcode[YANO_Hitomi]> supernatural beings can't be this c ute.
[01-Sep-2013 20:21:51]  <IllFlower> Anyway, given that the girls have no leads on exactly how to get to Kotomi, the familiar's as good a place as any, right?
[01-Sep-2013 20:22:07]  <Rig> I figure we could just keep punching Kazoo.
[01-Sep-2013 20:22:07]  <Ayako> yeah
[01-Sep-2013 20:22:21]  <Barcode[YANO_Hitomi]> unless you wanted to skip to finding her, yeah, that makes sense. it'd know where all the emgirls are at.
[01-Sep-2013 20:22:26]  *** Section42L <~Section@CPE18593345ef4c-CM18593345ef49.cpe.net.cable.rogers.com> has joined #madokamadness
[01-Sep-2013 20:22:35]  <Ayako> isn't Jun supposed to be trying to avoid punching?
[01-Sep-2013 20:22:49]  <Rig> Jun doesn't have to do the punching.
[01-Sep-2013 20:23:17]  <IllFlower> There's only so much punching you can do before you cause irreparable damage to your source of information.
[01-Sep-2013 20:23:36]  * Barcode[YANO_Hitomi] looks solemnly at his hard drives.
[01-Sep-2013 20:23:57]  <Ayako> Anyways, yeah, familiar.
[01-Sep-2013 20:24:03]  <Barcode[YANO_Hitomi]> ^
[01-Sep-2013 20:24:38]  <IllFlower> The girls report back to their familiar, somewhere deep inside the Conservators' lair.
[01-Sep-2013 20:25:00]  <IllFlower> By which I mean a room stacked full of papers and boxes in a disused downtown office building.
[01-Sep-2013 20:25:30]  <Barcode[YANO_Hitomi]> quite a step down from our library fortress.
[01-Sep-2013 20:25:48]  <Barcode[YANO_Hitomi]> A good thing, really. the conservators have their sense of value in the right place.
[01-Sep-2013 20:26:36]  <Barcode[YANO_Hitomi]> Hitomi reaches for a cigarette. Realizes she's surrounded by kindling, frowns.
[01-Sep-2013 20:26:43]  <IllFlower> The familiar addresses the girls from on top of a collapsing wooden desk.
[01-Sep-2013 20:26:51]  <Ayako> no stars yet, barcode
[01-Sep-2013 20:26:58]  <Barcode[YANO_Hitomi]> shit, right.
[01-Sep-2013 20:27:32]  <IllFlower> "Good work," she says. "I suppose most initiates would be more reluctant to use the... methods you did, but in this case they worked." **
[01-Sep-2013 20:29:44]  <Rig> Jun stares at the cracked floor.
[01-Sep-2013 20:30:34]  <Barcode[YANO_Hitomi]> Hitomi looks on, impassively.
[01-Sep-2013 20:30:55]  <Barcode[YANO_Hitomi]> impassive*
[01-Sep-2013 20:31:26]  <Ayako> "I suppose, but unfortunately the books are still stolen."
[01-Sep-2013 20:32:02]  <IllFlower> The familiar looks with concern at Jun and Hitomi, before turning to answer Ayako.
[01-Sep-2013 20:32:47]  <IllFlower> "Yes, that is true. There's no reason not to savor the small victories, though." **
[01-Sep-2013 20:34:17]  <Rig> "We got a name from the boy," Jun says. "Kotomi or something like that."
[01-Sep-2013 20:34:57]  *** SpruceZeus is now known as SpruceZeus|away
[01-Sep-2013 20:35:11]  <IllFlower> "Kotomi... Kotomi...
[01-Sep-2013 20:35:17]  <IllFlower> "Taniguchi?" **
[01-Sep-2013 20:35:26]  <Ayako> "That'd be the one, yes."
[01-Sep-2013 20:35:31]  <Zia> Good morning, Alicia!
[01-Sep-2013 20:36:05]  <IllFlower> "Well, speak of the devil."
[01-Sep-2013 20:36:51]  <IllFlower> The familiar makes an uneasy face.
[01-Sep-2013 20:37:10]  <IllFlower> "Two things," she says.
[01-Sep-2013 20:38:57]  <IllFlower> "First, Kotomi hasn't reported in to her familiar for quite some time now. Maybe a month.
[01-Sep-2013 20:39:48]  *** imitationponigiri <~androirc@cpe-76-166-155-159.socal.res.rr.com> has quit IRC (Remote host closed the connection)
[01-Sep-2013 20:39:59]  *** imitationponigiri <~androirc@cpe-76-166-155-159.socal.res.rr.com> has joined #madokamadness
[01-Sep-2013 20:39:59]  *** ChanServ sets mode: +o imitationponigiri
[01-Sep-2013 20:40:13]  <IllFlower> "Which leads to the second point - in looking for her, we've been keeping tabs on her family as well.
[01-Sep-2013 20:41:15]  <IllFlower> "And wouldn't you know it, but just the other day her brother got involved in a fight at school. His second in a little under a week.
[01-Sep-2013 20:41:23]  *** imitationponigiri <~androirc@cpe-76-166-155-159.socal.res.rr.com> has quit IRC (Client Quit)
[01-Sep-2013 20:41:48]  <IllFlower> "With the evidence we have now, I'm beginning to suspect the two are connected somehow." **
[01-Sep-2013 20:42:21]  <Rig> "You think she's going to turn?"
[01-Sep-2013 20:42:35]  <Ayako> "Or has turned already."
[01-Sep-2013 20:42:58]  <Barcode[YANO_Hitomi]> Hitomi peels up one corner of a paper to investigate her irritatingly flammable surroundings. The head-height pile of filing boxes sways slightly. "Doesn't really explain the books."
[01-Sep-2013 20:43:16]  <Barcode[YANO_Hitomi]> (**)
[01-Sep-2013 20:43:55]  <Ayako> I don't think you need to **, Barc.
[01-Sep-2013 20:44:12]  <Barcode[YANO_Hitomi]> Guess not.
[01-Sep-2013 20:44:56]  *** SpruceZeus|away is now known as SpruceZeus
[01-Sep-2013 20:45:50]  <IllFlower> "Ambition, perhaps. Some kind of unchecked desire for more power through knowledge." **
[01-Sep-2013 20:46:00]  *** Section42L <~Section@CPE18593345ef4c-CM18593345ef49.cpe.net.cable.rogers.com> has quit IRC (Ping timeout: 182 seconds)
[01-Sep-2013 20:47:14]  <Barcode[YANO_Hitomi]> "Sounds reasonable. Whenever Kazuto would open his mouth it'd be something about knowledge and power and freedom and what not..."
[01-Sep-2013 20:47:27]  *** Section42L <~Section@CPE18593345ef4c-CM18593345ef49.cpe.net.cable.rogers.com> has joined #madokamadness
[01-Sep-2013 20:47:39]  <Barcode[YANO_Hitomi]> "Who knows what Kotomi's figuredo ut."
[01-Sep-2013 20:47:50]  <Barcode[YANO_Hitomi]> ((hitomi says, typoing mid-speech. figured out*))
[01-Sep-2013 20:47:57]  <Ayako> "Whatever she's figured out, she's stolen books and is hurting her brother.  We need to stop her."
[01-Sep-2013 20:52:00]  <Barcode[YANO_Hitomi]> Hitomi crosses her arms. "So. No leads, then..?"
[01-Sep-2013 20:52:09]  <IllFlower> "I wish we had more information, but lacking for anything else I'd suggest starting with her brother. Any objections?" **
[01-Sep-2013 20:52:29]  <Barcode[YANO_Hitomi]> A shrug.
[01-Sep-2013 20:52:47]  <Rig> "As good as any of our other leads."
[01-Sep-2013 20:52:52]  <Ayako> "That sounds like our best bet from here too."
[01-Sep-2013 20:54:10]  * Barcode[YANO_Hitomi] ((is doodling a scene. Shizuko S. Schwarzbald, a three-eared cat, sits on a chair behind a CEO desk in a post-apocalyptic apartment.))
[01-Sep-2013 20:54:52]  <IllFlower> Okay, then let us teleport off to Typical Suburban High School #MC2857CL/A, where Kotomi Taniguchi's younger brother, Yuzuru, spends his weekdays.
[01-Sep-2013 20:55:15]  <Barcode[YANO_Hitomi]> ((Hitomi telefrags shub-niggurath.))
[01-Sep-2013 20:55:21]  <IllFlower> Let's say it's after school a day or so later. Even magical girls have to work with schedules.
[01-Sep-2013 20:55:34]  <Rig> How old is her brother?
[01-Sep-2013 20:55:43]  <IllFlower> Sixteen.
[01-Sep-2013 20:55:51]  <Ayako> so Ayako's age.
[01-Sep-2013 20:56:18]  <IllFlower> Indeed.
[01-Sep-2013 20:56:34]  <Barcode[YANO_Hitomi]> Would we be, say, standing at the bus terminal? Or sneaking into the school before he leaves? (actually how do we know what he looks like)
[01-Sep-2013 20:56:54]  <Barcode[YANO_Hitomi]> (i guess we can assume familiar-san showed us a picutre.)
[01-Sep-2013 20:56:57]  <Ayako> presumably the familiars have his picture
[01-Sep-2013 20:56:59]  <IllFlower> Yeah.
[01-Sep-2013 20:57:46]  <IllFlower> I wouldn't object to just waltzing in the front gate. Imagine you've been helpfully provided with matching uniforms.
[01-Sep-2013 20:58:05]  <Rig> I think waltzing in the front gate sounds pretty damn subtle.
[01-Sep-2013 20:58:09]  <Rig> So, let's do that.
[01-Sep-2013 20:58:50]  <Barcode[YANO_Hitomi]> surely clothingmancy is within a familiar's powers. Hitomi tries to do her best awkward tall teenager impression.
[01-Sep-2013 20:59:19]  <Ayako> Ayako does her best awkward teenager impression, by which the narrator means that she is acting completely like herself.
[01-Sep-2013 20:59:56]  <IllFlower> There are, as always, a fair number of students and teachers milling about after classes.
[01-Sep-2013 20:59:57]  <Barcode[YANO_Hitomi]> (more seriously, yeah, hitomi just looks slightly uneasy, for disguise-related reasons.)
[01-Sep-2013 21:01:03]  <IllFlower> Most of them are engaged in the usual chit-chat. "Want to go to the cake shop?" "Did you see last night's episode?" "My sister just won't quit nagging me..."
[01-Sep-2013 21:01:42]  *** Section42L <~Section@CPE18593345ef4c-CM18593345ef49.cpe.net.cable.rogers.com> has quit IRC (Read error: Connection reset by peer)
[01-Sep-2013 21:02:13]  <IllFlower> A couple, though, talk in more hushed tones. "What was up with that fight?" "I dunno, man. I saw it and it looks like they just started at each other out of nowhere." "That's scary..." **
[01-Sep-2013 21:03:50]  *** Section42L <~Section@CPE18593345ef4c-CM18593345ef49.cpe.net.cable.rogers.com> has joined #madokamadness
[01-Sep-2013 21:04:02]  <IllFlower> Options: Talking to folks, campus recon, causing a scene for no discernible reason (not that I'd recommend it), etc.
[01-Sep-2013 21:04:21]  <Ayako> I was thinking asking someone about the fight, but I dunno.  Rig, Barcode?
[01-Sep-2013 21:04:51]  <Rig> Ayako is more likely to not attract attention.
[01-Sep-2013 21:04:52]  <Barcode[YANO_Hitomi]> You guys definitely could. Hitomi's gonna be a bit cardboardy for a few reasons.
[01-Sep-2013 21:05:03]  <Barcode[YANO_Hitomi]> Jun's still like, what, last year or fresh out?
[01-Sep-2013 21:05:20]  <IllFlower> Last year, yeah.
[01-Sep-2013 21:06:29]  <Ayako> Ayako walks up to a student at random.  "Um, so what happened with the fight yesterday?"
[01-Sep-2013 21:07:02]  <Barcode[YANO_Hitomi]> Hitomi squirms a little as she walks through conversing students, though she is no longer inspecting herown uniform. She stands a little ways away from Ayako as she calls down the student.
[01-Sep-2013 21:07:10]  <Barcode[YANO_Hitomi]> inspecting her uniform*
[01-Sep-2013 21:07:42]  *** Zia <~Zia@76.178.155.186> has quit IRC (Quit: Leaving.)
[01-Sep-2013 21:08:21]  <IllFlower> Ayako: The student, who looks like she's trying to be as ignorable as possible, clams up for a second. "S-Sorry?" **
[01-Sep-2013 21:08:30]  *** AttObl <~AttObl@108-91-87-34.lightspeed.cicril.sbcglobal.net> has joined #madokamadness
[01-Sep-2013 21:08:50]  <Rig> Jun keeps her eyes open for the brother as she walks around the yard aimlessly between the groups.
[01-Sep-2013 21:09:48]  <Ayako> "Some of the other students were talking about, uh, a fight a couple days ago, and, um, I was sick that day and wondering if you knew what happened."  Even before taking up a contract Ayako was not exactly known as a social butterfly.
[01-Sep-2013 21:11:24]  <IllFlower> Ayako: "I - um, all I know is that it happened out near the track shed... I didn't know any of the people involved or anything..." **
[01-Sep-2013 21:12:09]  <Barcode[YANO_Hitomi]> ((half considering speaking up))
[01-Sep-2013 21:12:25]  <Ayako> "Ah, okay.  Sorry for bothering you."  Ayako reports her disappointing findings to the other two Conservators.
[01-Sep-2013 21:12:59]  <IllFlower> Rig: Poking her head in the faculty office, Jun hears one of the teachers mention that Yuzuru was kept home today.
[01-Sep-2013 21:13:31]  <Rig> Which one is Yuzuru?
[01-Sep-2013 21:13:33]  *** Xeniera1 <~Solstace@71-222-68-248.ptld.qwest.net> has joined #madokamadness
[01-Sep-2013 21:13:33]  *** Xeniera <~Solstace@71-214-118-224.ptld.qwest.net> has quit IRC (Killed (NickServ (GHOST command used by Xeniera1!~Solstace@71-222-68-248.ptld.qwest.net)))
[01-Sep-2013 21:13:37]  <IllFlower> The brother.
[01-Sep-2013 21:13:37]  *** Xeniera1 is now known as Xeniera
[01-Sep-2013 21:13:37]  *** ChanServ sets mode: +o Xeniera
[01-Sep-2013 21:14:00]  <Barcode[YANO_Hitomi]> ah, i was like, "is this the last name".
[01-Sep-2013 21:15:30]  <IllFlower> **
[01-Sep-2013 21:15:44]  <IllFlower> Ayako: Might not be entirely disappointing. There's some information in there...
[01-Sep-2013 21:16:06]  <Rig> Jun tries to stay inconspicuous while she listens in on the teachers, hoping for some more information.
[01-Sep-2013 21:17:19]  <IllFlower> Rig: One of the teachers mentions that the fights have both taken place in the athletic fields behind the school, and that Yuzuru is the only one who was involved in both. **
[01-Sep-2013 21:17:53]  <Rig> Jun wanders back over to Ayako and the nervous looking Hitomi.
[01-Sep-2013 21:18:03]  <Barcode[YANO_Hitomi]> "We could -" Hitomi gives up on disguising her voice and just decides whispering is easier. Does she even sound much different from the students...? "We could go investigate the shed, I guess. But we aught to let Jun know first..." Hitomi whispers to Ayako. Luckily, Jun seems to have arrived on time.
[01-Sep-2013 21:18:07]  <Rig> "Not used to being at school after hours, Hitomi?"
[01-Sep-2013 21:18:34]  <Barcode[YANO_Hitomi]> Hitomi straightens suddenly. "Oh, no, yeah, yeah, I've got...not too many...after. school. activities."
[01-Sep-2013 21:18:44]  <Ayako> "Unless Jun has any spectacular leads, I suppose the track shed's the best place to look."
[01-Sep-2013 21:19:34]  <Rig> "Some of the teacher's mentioned that the fights happened in the athletic fields," Jun says.
[01-Sep-2013 21:19:39]  <IllFlower> Looks like Hitomi was a long-time member of the Going Home Club. :p
[01-Sep-2013 21:20:06]  * Barcode[YANO_Hitomi] googles, `-`s
[01-Sep-2013 21:20:45]  <Ayako> "Yeah.  I talked to a student and she mentioned the track shed.  So I suppose we should head over there, see for something interesting."
[01-Sep-2013 21:21:29]  <Barcode[YANO_Hitomi]> Hitomi nods. "The sooner we're out of here the better."
[01-Sep-2013 21:22:00]  <Rig> Jun heads toward the track behind the school.
[01-Sep-2013 21:22:20]  <Barcode[YANO_Hitomi]> hitomi gladly follows suit.
[01-Sep-2013 21:23:09]  <IllFlower> The shed is a pretty unremarkable wooden one, located, unsurprisingly, near the track oval.
[01-Sep-2013 21:23:22]  <Ayako> Ayako follows behind Jun, who is going to be more familiar with the layout of the athletic part of school complexes.
[01-Sep-2013 21:23:28]  <IllFlower> It looks like the track and field folks are off today, so there's nobody around but the three initiates.
[01-Sep-2013 21:24:00]  <IllFlower> ... oh, hm. The shed's door is unlocked.
[01-Sep-2013 21:24:13]  <IllFlower> Raise your hand if you find this suspicious! **
[01-Sep-2013 21:24:37]  <BGTB2005> 14use magical master key
[01-Sep-2013 21:24:51]  <Barcode[YANO_Hitomi]> ((oh sweet, i've gotta put dishes away. Should be quick, though. gonna type an action...))
[01-Sep-2013 21:26:17]  <Barcode[YANO_Hitomi]> Hitomi looks behind her at the school. "Well, while we're here..." She opens the door... ((I guess. anyway yeah, brb))
[01-Sep-2013 21:27:15]  <IllFlower> The shed door creaks open, revealing... a giant witch!
[01-Sep-2013 21:27:16]  <IllFlower> Just kidding.
[01-Sep-2013 21:28:39]  <IllFlower> No, there's the usual assortment of equipment - hurdles and mats and a chalk line painter.
[01-Sep-2013 21:29:11]  <Barcode[YANO_Hitomi]> back.
[01-Sep-2013 21:29:42]  <IllFlower> Oh, I guess there's also a girl in there, dressed in a track suit, strung upside-down from the rafters by her legs over a stack of mats. **
[01-Sep-2013 21:30:23]  <Ayako> what a sentence structure
[01-Sep-2013 21:30:27]  <Barcode[YANO_Hitomi]> Boo, comedic whiplash.
[01-Sep-2013 21:30:56]  <Rig> Do we happen to recognize this girl?
[01-Sep-2013 21:31:01]  <Ayako> Ayako takes a step back, a bit unnerved by the girl.
[01-Sep-2013 21:31:09]  <Rig> Also, is she dead/unconscious/perverted?
[01-Sep-2013 21:31:11]  <Ayako> *the girl's situation.
[01-Sep-2013 21:31:28]  <IllFlower> Rig: No, no, no, and no.
[01-Sep-2013 21:31:59]  <Rig> So, we've got a live, awake, strung up girl.
[01-Sep-2013 21:32:00]  <IllFlower> She's of rather diminutive stature, though the suit she's wearing has the name of the high school and "Shirakawa" sewn into the front. **
[01-Sep-2013 21:32:12]  <IllFlower> Rig: Oh, I misread. She's unconscious.
[01-Sep-2013 21:32:31]  <Barcode[YANO_Hitomi]> Hitomi blinks, frozen. After a moment she looks behind her at the school again.
[01-Sep-2013 21:32:36]  <Barcode[YANO_Hitomi]> herself*
[01-Sep-2013 21:32:44]  <Rig> "Ugh, this isn't good."
[01-Sep-2013 21:33:07]  <Ayako> (fuck, where have I heard the name "Shirakawa")
[01-Sep-2013 21:33:17]  <Rig> Jun looks around to see if anyone else is around before stepping inside. "Help me get her down."
[01-Sep-2013 21:33:24]  <Ayako> (oh, it was the bank of japan guy :V)
[01-Sep-2013 21:34:24]  <IllFlower> There's no one else present, not for at least a hundred yards around in either direction.
[01-Sep-2013 21:35:03]  <IllFlower> Is anyone going to help Jun? :p
[01-Sep-2013 21:35:05]  <Barcode[YANO_Hitomi]> Hitomi obliges, her normal dismissive calm coming over her again for the first time since they approached the high school. "What I'd do for a knife. What kinda kid comes up with knots like these?"
[01-Sep-2013 21:35:33]  <Ayako> Ayako, still a bit shaken, walks up to Jun to assist him in untying the unconscious girl.
[01-Sep-2013 21:35:37]  <Rig> Jun begins a conflict with the knots.
[01-Sep-2013 21:35:56]  * Barcode[YANO_Hitomi] scans for seriousness
[01-Sep-2013 21:35:58]  <IllFlower> Indeed, the knots are entirely too complicated for their own good, like a topology student's fever dream.
[01-Sep-2013 21:36:27]  <Rig> So, we get the girl down, and then try to wake her up.
[01-Sep-2013 21:36:34]  <Barcode[YANO_Hitomi]> yeh.
[01-Sep-2013 21:36:35]  <IllFlower> Just a moment.
[01-Sep-2013 21:37:08]  *** Section42L <~Section@CPE18593345ef4c-CM18593345ef49.cpe.net.cable.rogers.com> has quit IRC (Read error: Connection reset by peer)
[01-Sep-2013 21:37:12]  <Barcode[YANO_Hitomi]> ((the knots resolve into...A PENTAGRAM))
[01-Sep-2013 21:37:42]  <IllFlower> The girls start with the ropes, but eventually one of them actually touches Shirakawa's body, and in that instant -
[01-Sep-2013 21:38:12]  <Ayako> (the knots are complicated enough that they actually provide a counter-example to a well-known conjecture in knot theory
[01-Sep-2013 21:38:14]  <IllFlower> Shirakawa's eyes and mouth fly open, and an unearthly scream that sounds more bat than human rattles the shed. **
[01-Sep-2013 21:39:14]  <IllFlower> (I guess you guys can figure out who exactly was responsible for that.)
[01-Sep-2013 21:39:32]  <Barcode[YANO_Hitomi]> ((a second girl, tied to the line painter, ))
[01-Sep-2013 21:39:36]  *** Section42L <~Section@CPE18593345ef4c-CM18593345ef49.cpe.net.cable.rogers.com> has joined #madokamadness
[01-Sep-2013 21:40:38]  <Barcode[YANO_Hitomi]> Hitomi backs off, cursing, almost trapping Jun's wrist in the middle of a random noose. She looks the kid in the eyes, startled. "Hey! Easy! We're here to help..."
[01-Sep-2013 21:41:17]  <Ayako> Ayako stumbles away, looking to her fellow Conservators to see if they understand this situation any more than she does
[01-Sep-2013 21:41:32]  <Barcode[YANO_Hitomi]> For that matter. Anything weird with her eyes?
[01-Sep-2013 21:41:59]  <Rig> Jun falls backward into a stack of mats.
[01-Sep-2013 21:42:59]  <IllFlower> Flares of black and purple seem to emanate from Shirakawa's eyes for a moment, before whatever has gotten a hold of her releases her. She stops screaming as her body goes slack.
[01-Sep-2013 21:43:04]  *** Zia <~Zia@ip-64-134-142-143.public.wayport.net> has joined #madokamadness
[01-Sep-2013 21:43:21]  <IllFlower> She pants heavily, straining to get oxygen into her body while suspended upside-down. **
[01-Sep-2013 21:44:40]  <Rig> Jun reaches out into the magical energy around them and tries to trace the source of the possession quickly while trying to keep her eyes on the girl.
[01-Sep-2013 21:45:49]  <Ayako> Ayako slowly walks back to the girl, in an attempt to finish untying the convoluted set of knots still holding Shirakawa up.  "What was that?"
[01-Sep-2013 21:46:55]  <IllFlower> Jun's eyes trace back to a stack of plastic storage tubs in the corner of the shed. **
[01-Sep-2013 21:47:40]  <Barcode[YANO_Hitomi]> Hitomi moves to try to calm the girl down in the meantime. Careful not to touch her again. "Hold on. We'll get you down in a second." Indeed, there aren't /too/ many knots left. Seems like Hitomi'll have to catch her, unfortunately.
[01-Sep-2013 21:48:03]  <Rig> "Looks like we've got company," Jun says. She approaches the plastic tubs cautiously.
[01-Sep-2013 21:49:09]  <IllFlower> Hitomi and Ayako manage to lower Shirakawa onto the mats, where the girl promptly collapses.
[01-Sep-2013 21:49:29]  <IllFlower> Rig: The tubs, being tubs, do not react. **
[01-Sep-2013 21:49:30]  <Barcode[YANO_Hitomi]> ((hard to stand on one's head, after all.))
[01-Sep-2013 21:49:59]  <Rig> Rig opens the tub on top, expecting a familiar to jump out.
[01-Sep-2013 21:50:14]  <Rig> *Jun
[01-Sep-2013 21:50:17]  <IllFlower> lol.
[01-Sep-2013 21:50:17]  <Barcode[YANO_Hitomi]> lol.
[01-Sep-2013 21:50:18]  <Rig> Brain skipped.
[01-Sep-2013 21:50:38]  <Barcode[YANO_Hitomi]> Hitomi tries to analyze what the girl's condition exactly is. Having some experience in the field she should at least be able to recognise any remotely typical arcane influence.
[01-Sep-2013 21:51:04]  <Ayako> lol, at least it's not as bad as Fiora and Yuna, where I'm pretty sure everyone wrote Yuna's name "Fiora" at least once.
[01-Sep-2013 21:51:44]  <IllFlower> Something like an electrical spark courses through Jun as she tries to open the tub, knocking her back a fair distance. The lid seems to snap back shut on its own. **
[01-Sep-2013 21:52:06]  <Fiora> hi
[01-Sep-2013 21:52:45]  <Barcode[YANO_Hitomi]> Nothing about Shirakawa's condition?
[01-Sep-2013 21:52:57]  <IllFlower> Barcode[YANO_Hitomi]: Shirakawa seems pretty normal. Aside from the part where she's out from having just screamed like the gates of hell had opened in her throat.
[01-Sep-2013 21:53:06]  <Rig> Jun ends up back on the mats and tries to shake off the stun. "Think I found something."
[01-Sep-2013 21:53:34]  <Ayako> "What did you find?"
[01-Sep-2013 21:53:46]  <Barcode[YANO_Hitomi]> So nothing easy to detect remaining in her, I guess.
[01-Sep-2013 21:53:52]  <IllFlower> Not at the moment.
[01-Sep-2013 21:54:07]  <Rig> "Dunno, it shocked me when I tried to open the tub over there."
[01-Sep-2013 21:55:51]  <Ayako> "Sounds like a magical protection spell to me.  I think I read about those; my notebook probably has something that would reverse it..."
[01-Sep-2013 21:56:16]  <IllFlower> Not a bad deduction.
[01-Sep-2013 21:56:22]  <Ayako> (as opposed to all those non-magical protection spells)
[01-Sep-2013 21:56:42]  <Barcode[YANO_Hitomi]> Hitomi looks up as Jun lands, though her analysis of the girl thankfully finished just beforehand. Listening to the conversation, she nods. ((sorry, dunno, lol))
[01-Sep-2013 21:57:04]  <IllFlower> Combination locks are pretty mysterious things.
[01-Sep-2013 21:57:20]  <IllFlower> Be back in a second.
[01-Sep-2013 21:57:48]  <Rig> "You should do something about it, Ayako."
[01-Sep-2013 21:57:56]  <Barcode[YANO_Hitomi]> ((for the first time I'm kinda stumped. mostly because i don't want shirakawa here to do some zombie goast shit, though I'd like to hope Hitomi's experience has at least guaranteed that a "Nothing here, boss" deduction will keep the four of them safe.))
[01-Sep-2013 21:59:20]  <Barcode[YANO_Hitomi]> ((that and tubvestigation doesn't really necessitate three pairs of eyes))
[01-Sep-2013 21:59:48]  <Rig> You can always just stand on top of her.
[01-Sep-2013 21:59:55]  <Barcode[YANO_Hitomi]> that won't help with the breathing!
[01-Sep-2013 22:00:08]  <Barcode[YANO_Hitomi]> though yeah, could just keep an eye on her during this scene.
[01-Sep-2013 22:06:15]  <Barcode[YANO_Hitomi]> caution, I'll have to leave for dinner in like, ten minutes max.
[01-Sep-2013 22:06:19]  <IllFlower> You have my assurances that Shirakawa will remain incapacitated for the time being.
[01-Sep-2013 22:06:35]  <IllFlower> In fact, she seems entirely harmless.
[01-Sep-2013 22:07:41]  <Ayako> Ayako flips through the notebook, and finds what she believes to be a suitable counterspell.  (Now let's hope I haven't derailed anything)
[01-Sep-2013 22:07:44]  <IllFlower> (As for the past ten minutes, in the immortal words of Dr. Ian Malcolm, "When you gotta go, you gotta go.")
[01-Sep-2013 22:07:58]  <Ayako> (actually wait no, there was no **, so nevermind :V)
[01-Sep-2013 22:08:37]  <Barcode[YANO_Hitomi]> well, as far as derailing goes, again, dogs is supposed to be a fairly player-invovled game story-wise. but yeah, suppose we wait for the asterisksksks.
[01-Sep-2013 22:08:42]  <IllFlower> Ayako reads the spell, causing the tub to only throw off more sparks. **
[01-Sep-2013 22:09:54]  <Barcode[YANO_Hitomi]> Hitomi looks flatly. "Wonder what'll happen if we try to whack them open." She peers at the tubs. Are they see-through?
[01-Sep-2013 22:10:09]  <Barcode[YANO_Hitomi]> looks on unimpressedly* whatever.
[01-Sep-2013 22:10:42]  *** Saladofstones <~Saladofst@pool-70-104-149-221.lsanca.fios.verizon.net> has quit IRC (Quit: I have no idea what's awaiting me, or what will happen when this all ends. For the moment I know this: there are sick people and they need curing.)
[01-Sep-2013 22:11:32]  <IllFlower> They're pretty opaque.
[01-Sep-2013 22:11:58]  <IllFlower> I guess there's no reason you can't try hitting them.
[01-Sep-2013 22:12:43]  <Rig> Couldn't Ayako start a conflict to dispel the protection?
[01-Sep-2013 22:12:47]  <Barcode[YANO_Hitomi]> ^
[01-Sep-2013 22:12:54]  <IllFlower> Indeed she could.
[01-Sep-2013 22:13:01]  <IllFlower> Just waiting for the signal.
[01-Sep-2013 22:13:11]  * Rig fires a flare gun.
[01-Sep-2013 22:13:18]  <Ayako> What level would said conflict start at?
